customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,total_lifetime_orders,preferred_category
889,Jennifer,Jacobs,jenniferjacobs@gmail.com,+1-240-419-4817,2023-10-22 22:11:35.031156,High_Value,SMS,46-55,Medium,363.84,0.38,False,False,False,2025-07-04 13:13:04.564158,1,Clothing
890,Jacob,Lucas,jacoblucas@gmail.com,+1-390-825-4142,2024-08-04 17:22:03.875472,Low_Value,Direct,55+,High,91.77,0.66,False,True,True,2025-07-04 13:13:40.902394,7,Sports
891,Corey,Hogan,corey.hogan@gmail.com,+1-838-850-5898,2023-07-05 20:12:22.844584,New_Customer,Email,36-45,,128.74,0.55,False,False,False,2025-07-04 13:17:44.227917,36,Clothing
892,Peter,Jones,peter744@outlook.com,+1-681-533-9458,2023-11-21 01:33:40.230424,Medium_Value,SMS,46-55,,171.52,0.68,True,False,False,2025-07-04 13:14:45.732756,0,Books
893,Jessica,Christian,jessica.christian@outlook.com,+1-738-556-5191,2024-07-28 23:24:28.499872,High_Value,Direct,46-55,Low,461.56,0.34,False,False,False,,32,Home
894,Jessica,Huber,jessicahuber@outlook.com,+1-654-403-2586,2025-02-21 14:18:15.909189,Low_Value,Direct,26-35,High,59.49,0.83,False,False,False,2025-07-04 13:16:57.040826,16,Sports
895,Amber,Roberts,amberroberts@hotmail.com,+1-787-626-9880,2025-03-18 02:31:19.743219,Medium_Value,Social,26-35,High,76.37,0.49,True,True,True,2025-07-04 13:17:33.457910,13,Clothing
896,Michelle,Gentry,michelle.gentry@gmail.com,+1-712-419-8558,2024-09-06 14:04:31.939643,Low_Value,SMS,26-35,Medium,78.17,0.7,False,True,False,,43,Clothing
897,Alyssa,Smith,alyssasmith@gmail.com,+1-574-333-7734,2024-05-16 13:01:12.058867,High_Value,SMS,36-45,,300.41,0.36,False,False,False,2025-07-04 13:16:33.153167,15,Beauty
898,Michael,Adams,michael837@yahoo.com,+1-517-640-5394,2025-01-30 04:36:38.637522,New_Customer,SMS,55+,,145.29,0.76,False,True,False,2025-07-04 13:18:23.839572,0,Clothing
899,Stephanie,Hull,stephanie.hull@hotmail.com,+1-959-515-9878,2023-12-12 20:26:04.853731,High_Value,Email,55+,High,236.46,0.2,True,True,False,2025-07-04 13:14:39.727202,46,Home
900,Stacie,Morrison,staciemorrison@outlook.com,+1-926-305-4683,2023-12-19 11:33:45.345724,New_Customer,Direct,,Premium,93.55,0.55,False,True,False,2025-07-04 13:13:42.971989,5,Beauty
901,Daniel,Johnson,daniel.johnson@yahoo.com,+1-785-248-4156,2023-10-26 22:46:55.535274,New_Customer,Email,26-35,Low,60.17,0.67,True,False,False,,50,Sports
902,Robert,Estrada,robert573@hotmail.com,+1-984-571-1483,2024-09-07 08:22:00.133623,Low_Value,Push,26-35,High,28.39,0.78,True,True,True,2025-07-04 13:13:02.562132,46,Clothing
903,Sarah,Wilson,sarah.wilson@gmail.com,+1-847-839-6549,2023-12-12 03:54:50.291318,New_Customer,Push,55+,High,89.34,0.63,True,True,True,,6,Clothing
904,Veronica,Lara,veronica.lara@yahoo.com,+1-954-279-7461,2025-02-07 03:10:57.988829,Low_Value,Push,18-25,,44.77,0.86,False,True,True,2025-07-04 13:13:30.950681,37,Sports
905,Heather,Horn,heatherhorn@outlook.com,+1-890-973-7050,2025-05-09 23:29:24.239678,Low_Value,Push,55+,Low,60.19,0.61,False,False,False,,47,Books
906,Tiffany,Woods,tiffany.woods@yahoo.com,+1-471-557-4360,2025-01-12 10:56:46.774074,New_Customer,SMS,26-35,Low,131.3,0.75,False,False,True,,30,Clothing
907,Karen,Garcia,karengarcia@outlook.com,+1-464-861-1366,2025-06-27 14:54:05.323912,New_Customer,Push,36-45,Medium,61.26,0.77,True,True,True,2025-07-04 13:12:57.788603,6,Electronics
908,Wanda,Turner,wanda.turner@outlook.com,+1-845-475-7168,2025-06-12 17:52:20.496634,Low_Value,Push,26-35,Medium,43.81,0.66,False,True,False,2025-07-04 13:14:52.361385,15,Books
909,Lacey,Williams,lacey740@gmail.com,+1-623-870-9991,2024-07-01 03:32:01.464599,Low_Value,Push,46-55,Premium,41.65,0.63,True,False,True,2025-07-04 13:13:39.485411,49,Home
910,Dennis,Mcdonald,dennismcdonald@outlook.com,+1-588-860-5032,2024-04-06 09:24:32.182494,Medium_Value,SMS,26-35,Medium,84.84,0.56,False,False,False,2025-07-04 13:15:35.218255,17,Electronics
911,Jacob,Thompson,jacob.thompson@hotmail.com,+1-618-588-2515,2025-01-24 21:22:38.705753,Medium_Value,Social,55+,Low,122.25,0.44,False,True,False,,35,Beauty
912,Miranda,Johnson,mirandajohnson@yahoo.com,+1-242-853-9124,2025-03-27 00:08:50.818652,Medium_Value,Email,46-55,Low,108.21,0.6,False,False,True,2025-07-04 13:13:41.241914,39,Home
913,Mary,Cross,mary419@gmail.com,+1-866-254-2172,2024-07-05 02:30:05.580253,High_Value,Email,46-55,Low,223.28,0.38,True,True,True,2025-07-04 13:15:38.876055,22,Home
914,Miguel,Smith,miguel.smith@hotmail.com,+1-423-692-1046,2024-08-08 10:19:25.279643,New_Customer,Direct,18-25,High,91.54,0.5,False,True,True,2025-07-04 13:17:09.926191,36,Home
915,Lisa,Dyer,lisa.dyer@yahoo.com,+1-427-460-9126,2025-01-28 06:16:52.915966,New_Customer,Email,46-55,Medium,147.53,0.68,True,False,False,2025-07-04 13:16:58.342433,13,Books
916,Russell,Contreras,russellcontreras@yahoo.com,+1-492-884-2570,2023-08-31 12:30:13.445235,Medium_Value,Direct,46-55,Premium,102.98,0.44,False,False,True,2025-07-04 13:14:52.221306,10,Sports
917,Kelly,Brown,kelly.brown@outlook.com,+1-951-255-3860,2024-10-30 00:25:15.282206,Medium_Value,SMS,,Medium,137.69,0.46,False,False,False,2025-07-04 13:12:55.895333,50,Electronics
918,Vincent,Martinez,vincent555@hotmail.com,+1-845-335-7730,2024-10-31 14:30:03.775429,High_Value,Email,46-55,High,332.82,0.21,False,True,True,2025-07-04 13:12:51.750749,40,Books
919,Scott,Wright,scott895@gmail.com,+1-917-970-7295,2023-09-05 21:39:39.757019,High_Value,Push,26-35,High,280.97,0.36,False,True,True,2025-07-04 13:15:44.749115,38,Clothing
920,Andrea,Rich,andrearich@yahoo.com,+1-655-778-2530,2024-03-24 20:56:56.188309,New_Customer,Direct,36-45,Low,138.73,0.51,False,True,False,2025-07-04 13:15:45.479598,45,Clothing
921,Micheal,Parker,micheal330@outlook.com,+1-314-376-5466,2024-08-18 10:29:24.450601,Medium_Value,SMS,18-25,,183.99,0.64,False,True,True,2025-07-04 13:14:52.078864,25,Clothing
922,Seth,Barnett,seth358@yahoo.com,+1-730-343-9653,2023-08-12 21:52:14.771155,Low_Value,Direct,55+,Premium,48.42,0.7,False,True,False,,0,Sports
923,Barbara,Burke,barbara97@hotmail.com,+1-327-819-5290,2024-01-23 21:59:01.359542,New_Customer,Push,36-45,Premium,80.25,0.77,True,True,False,2025-07-04 13:17:43.092665,39,Books
924,Jacqueline,Mullen,jacquelinemullen@yahoo.com,+1-687-713-7756,2024-06-20 09:36:38.786288,High_Value,Email,46-55,Medium,226.43,0.32,False,False,True,2025-07-04 13:17:59.506475,17,Books
925,Hannah,Dawson,hannah.dawson@outlook.com,+1-709-882-1200,2024-04-16 17:10:21.203269,High_Value,Push,26-35,High,422.5,0.27,True,False,True,2025-07-04 13:13:06.987218,46,Clothing
926,Lisa,Lewis,lisa.lewis@yahoo.com,+1-871-571-7963,2025-02-03 18:41:18.118972,High_Value,Social,46-55,Low,443.2,0.32,True,False,False,2025-07-04 13:18:37.035516,35,Electronics
927,Gary,Chase,garychase@gmail.com,+1-845-287-8810,2025-01-04 12:48:42.346771,High_Value,SMS,18-25,Premium,466.51,0.38,True,True,True,2025-07-04 13:18:34.432704,48,Electronics
928,Raymond,Griffin,raymond959@yahoo.com,+1-375-644-4934,2023-12-30 07:07:39.573697,Low_Value,Push,26-35,Low,34.31,0.74,False,False,False,,29,Beauty
929,Melissa,Norton,melissa247@hotmail.com,+1-337-627-5890,2024-09-07 23:29:59.387087,Low_Value,Email,,High,66.66,0.84,True,True,False,2025-07-04 13:15:01.095999,6,Books
930,Jason,Johnson,jason.johnson@hotmail.com,+1-356-724-1013,2024-12-30 01:08:47.956255,New_Customer,Email,18-25,Premium,59.99,0.75,True,True,False,2025-07-04 13:17:13.434483,34,Sports
931,Ricky,Hill,rickyhill@hotmail.com,+1-724-586-4615,2024-03-24 23:47:51.818168,Medium_Value,SMS,36-45,Medium,150.59,0.58,True,False,False,2025-07-04 13:12:59.933077,44,Clothing
932,Christopher,Torres,christophertorres@outlook.com,+1-256-790-4416,2024-08-19 19:11:33.774308,Low_Value,Push,46-55,Low,41.81,0.62,True,False,False,2025-07-04 13:13:43.728236,43,Home
933,Francisco,Ball,francisco.ball@yahoo.com,+1-936-787-2455,2024-01-14 02:26:53.294503,High_Value,Email,36-45,Low,471.29,0.24,False,False,False,2025-07-04 13:14:00.807877,16,Clothing
934,Joshua,Cain,joshua.cain@gmail.com,+1-696-986-2538,2024-03-18 08:17:12.617043,Medium_Value,SMS,46-55,Medium,100.39,0.64,False,True,False,2025-07-04 13:14:47.351050,24,Home
935,Levi,Bennett,levi.bennett@gmail.com,+1-846-356-5852,2024-06-26 19:26:37.342161,New_Customer,Push,18-25,Medium,65.85,0.67,True,False,True,2025-07-04 13:13:21.836732,4,Sports
936,Joshua,Harrison,joshua.harrison@gmail.com,+1-611-542-4405,2023-08-27 21:56:10.145391,Medium_Value,Direct,46-55,Premium,144.27,0.48,True,True,True,2025-07-04 13:17:43.773063,38,Books
937,Olivia,Salazar,oliviasalazar@gmail.com,+1-495-416-3972,2023-09-01 12:57:58.040527,Low_Value,Email,36-45,High,53.3,0.64,False,True,False,2025-07-04 13:15:58.710610,49,Electronics
938,Anthony,Hart,anthony.hart@hotmail.com,+1-378-971-1199,2024-12-29 09:57:55.618569,New_Customer,Direct,18-25,Medium,149.84,0.59,True,True,True,2025-07-04 13:12:48.274280,47,Home
939,Melinda,Mcdaniel,melinda.mcdaniel@yahoo.com,+1-466-348-8484,2025-02-24 17:05:24.328957,Medium_Value,Push,55+,Low,147.45,0.66,True,True,False,,0,Sports
940,Pamela,Davenport,pamela584@yahoo.com,+1-900-393-2126,2025-04-25 06:32:57.565117,New_Customer,Email,,Medium,79.0,0.76,True,True,True,,22,Home
941,Paul,Kirby,paul.kirby@yahoo.com,+1-345-408-7224,2025-02-26 18:25:52.524220,Low_Value,Direct,36-45,High,72.84,0.68,True,False,True,,16,Electronics
942,Sean,Allen,sean.allen@yahoo.com,+1-901-731-8301,2024-08-25 10:46:22.793349,Medium_Value,Email,36-45,Low,92.43,0.42,False,True,False,2025-07-04 13:13:48.582271,4,Clothing
943,Angela,Riggs,angela.riggs@hotmail.com,+1-221-298-7929,2024-03-20 10:20:31.247090,High_Value,SMS,46-55,,309.92,0.21,True,False,False,2025-07-04 13:13:12.074075,23,Beauty
944,Amy,Mckay,amy814@gmail.com,+1-349-850-7437,2023-07-18 03:39:55.193424,Low_Value,SMS,18-25,Premium,58.31,0.82,False,True,True,,23,Clothing
945,Lindsay,Hardy,lindsay153@outlook.com,+1-489-201-4080,2024-06-30 21:41:12.637633,Medium_Value,Direct,18-25,,169.42,0.59,False,True,True,2025-07-04 13:18:05.620291,49,Sports
946,Walter,Simmons,waltersimmons@outlook.com,+1-826-987-5573,2024-11-28 07:08:03.295680,Medium_Value,SMS,18-25,,168.92,0.42,False,False,True,2025-07-04 13:17:52.997604,12,Home
947,Mary,Wilson,mary996@yahoo.com,+1-809-289-4571,2024-06-02 23:10:42.573366,Medium_Value,Direct,46-55,Premium,139.72,0.51,False,False,False,2025-07-04 13:17:08.734877,17,Home
948,Joseph,Davis,joseph630@outlook.com,+1-207-892-2414,2023-12-25 13:34:33.453010,New_Customer,SMS,36-45,Low,64.3,0.51,True,True,True,2025-07-04 13:18:02.537628,10,Clothing
949,Brian,Walter,brian241@hotmail.com,+1-783-571-2191,2024-11-26 00:55:51.066764,Medium_Value,Push,18-25,Medium,109.13,0.4,True,True,True,2025-07-04 13:15:53.174027,33,Books
950,Aaron,Lewis,aaron.lewis@yahoo.com,+1-334-389-5860,2024-09-13 22:33:57.348215,New_Customer,Push,36-45,Premium,110.52,0.54,True,True,True,2025-07-04 13:13:03.252770,40,Clothing
951,Jacqueline,Ochoa,jacqueline376@hotmail.com,+1-609-682-3486,2025-04-26 23:38:28.610572,Medium_Value,Direct,26-35,Premium,178.42,0.57,False,True,False,2025-07-04 13:14:32.127031,38,Home
952,Ricky,Turner,ricky509@hotmail.com,+1-562-906-1605,2025-06-24 03:00:20.714869,Low_Value,Email,55+,Low,86.76,0.6,False,False,True,2025-07-04 13:18:09.759688,25,Home
953,Austin,Snyder,austin.snyder@hotmail.com,+1-657-291-2356,2025-04-28 15:32:30.979433,Low_Value,Social,36-45,Premium,79.98,0.85,True,True,False,2025-07-04 13:16:09.730754,18,Books
954,Tyler,Johnson,tyler279@hotmail.com,+1-491-581-5886,2024-01-18 22:08:17.124362,Medium_Value,Direct,,Premium,131.92,0.6,True,True,True,2025-07-04 13:17:04.323644,8,Books
955,Amber,Sandoval,ambersandoval@hotmail.com,+1-305-590-6259,2024-09-24 16:09:34.155473,New_Customer,Email,,Low,137.85,0.68,True,True,True,2025-07-04 13:18:28.711271,18,Beauty
956,Mark,Hammond,mark.hammond@gmail.com,+1-294-291-4093,2024-02-28 23:21:16.252364,Medium_Value,Push,36-45,High,157.46,0.55,True,False,False,,21,Books
957,Cameron,Sanchez,cameronsanchez@yahoo.com,+1-421-490-9947,2024-05-04 02:41:15.327947,Low_Value,SMS,46-55,Low,45.78,0.62,False,True,False,2025-07-04 13:12:48.446138,46,Electronics
958,Crystal,White,crystalwhite@hotmail.com,+1-547-942-1336,2024-12-17 16:58:13.965065,New_Customer,Direct,18-25,Premium,47.02,0.52,False,True,True,,7,Electronics
959,Amanda,Bennett,amandabennett@yahoo.com,+1-815-444-7404,2024-04-28 22:18:27.169888,New_Customer,Push,36-45,Medium,49.82,0.61,False,True,True,2025-07-04 13:13:45.847820,40,Beauty
960,Tamara,Wallace,tamara364@outlook.com,+1-678-975-6613,2024-02-27 07:55:51.075782,New_Customer,Push,55+,,63.04,0.8,False,True,True,2025-07-04 13:13:55.332664,0,Clothing
961,Jennifer,Chambers,jennifer.chambers@yahoo.com,+1-802-912-8793,2024-07-18 12:19:41.627262,High_Value,Push,18-25,High,155.22,0.32,True,False,True,2025-07-04 13:17:53.817841,33,Beauty
962,Kimberly,Gibson,kimberly.gibson@gmail.com,+1-751-997-1933,2024-07-07 00:28:40.640288,Low_Value,SMS,18-25,Premium,33.2,0.78,False,False,False,2025-07-04 13:14:37.690411,20,Electronics
963,Jamie,Rowe,jamie.rowe@yahoo.com,+1-387-622-1232,2024-10-10 02:36:23.675978,High_Value,Email,26-35,Premium,312.3,0.31,True,False,False,2025-07-04 13:14:40.334101,21,Sports
964,Andrew,Brown,andrew.brown@gmail.com,+1-502-551-8868,2025-03-08 22:40:51.353877,Low_Value,Push,36-45,Premium,96.54,0.62,True,False,False,2025-07-04 13:14:12.523690,47,Electronics
965,April,Waters,april.waters@yahoo.com,+1-678-434-2200,2024-10-17 12:12:25.224796,High_Value,SMS,26-35,Medium,291.65,0.22,False,False,True,2025-07-04 13:16:48.028470,23,Books
966,Michele,Zavala,michele943@hotmail.com,+1-954-901-3271,2025-01-04 23:17:04.975121,New_Customer,Push,,Medium,120.71,0.64,True,False,False,,24,Clothing
967,Zachary,Frazier,zacharyfrazier@gmail.com,+1-383-806-5596,2025-07-02 21:30:01.127193,Low_Value,SMS,46-55,Premium,72.64,0.87,False,True,True,2025-07-04 13:16:59.096632,5,Sports
968,Kelsey,Moore,kelsey.moore@hotmail.com,+1-660-843-6456,2025-02-05 16:10:29.513293,Medium_Value,Email,36-45,High,106.26,0.47,False,False,True,2025-07-04 13:16:55.440710,17,Sports
969,Amanda,Burgess,amanda173@gmail.com,+1-535-268-9143,2025-01-14 09:38:26.882319,High_Value,Push,,High,160.1,0.4,False,False,False,2025-07-04 13:15:44.069479,46,Clothing
970,Alexis,King,alexisking@outlook.com,+1-375-607-3930,2023-12-29 00:55:05.277196,Low_Value,SMS,26-35,Premium,41.99,0.81,True,False,True,2025-07-04 13:15:48.057541,47,Electronics
971,Annette,Smith,annettesmith@outlook.com,+1-549-263-2849,2024-05-01 02:12:36.518757,Medium_Value,SMS,55+,Medium,82.85,0.42,False,True,False,2025-07-04 13:16:33.737222,41,Sports
972,Donna,Henry,donna988@outlook.com,+1-920-642-8686,2023-11-20 18:32:46.637344,Medium_Value,Social,55+,Medium,112.6,0.65,True,False,False,,39,Beauty
973,Marie,Floyd,marie341@outlook.com,+1-418-686-6364,2024-03-26 07:40:19.275407,New_Customer,Push,46-55,High,68.29,0.76,True,False,True,2025-07-04 13:15:13.718324,30,Electronics
974,Ruben,Gould,ruben.gould@yahoo.com,+1-672-915-4065,2025-06-19 23:46:53.572547,New_Customer,SMS,26-35,High,102.63,0.55,False,True,False,,45,Books
975,Bonnie,Anderson,bonnieanderson@gmail.com,+1-387-914-9272,2023-10-24 15:48:25.234813,Low_Value,Push,26-35,Medium,44.45,0.68,False,True,False,2025-07-04 13:16:15.720062,29,Electronics
976,Thomas,Morales,thomas.morales@yahoo.com,+1-858-483-6471,2024-10-24 15:33:19.685980,New_Customer,Email,18-25,Medium,40.57,0.78,False,False,True,2025-07-04 13:18:31.628972,39,Clothing
977,Randall,Cooper,randall708@yahoo.com,+1-370-716-9560,2024-05-29 08:05:57.219573,Low_Value,Push,55+,Premium,85.76,0.79,True,True,False,2025-07-04 13:13:03.118574,16,Electronics
978,Cynthia,Love,cynthia126@hotmail.com,+1-258-507-1250,2023-08-12 14:55:06.002120,Low_Value,Direct,18-25,Medium,86.78,0.85,False,True,True,2025-07-04 13:17:35.029039,7,Electronics
979,Shane,Garcia,shanegarcia@hotmail.com,+1-924-981-5940,2024-05-01 19:30:53.703539,New_Customer,Email,36-45,Premium,96.56,0.68,True,True,True,2025-07-04 13:15:23.934281,26,Electronics
980,Amber,Mccall,amber.mccall@gmail.com,+1-879-422-3342,2023-11-14 12:22:20.941720,New_Customer,Push,18-25,Premium,61.98,0.67,True,True,False,2025-07-04 13:15:22.911866,30,Sports
981,Cathy,Parker,cathy.parker@gmail.com,+1-895-493-2720,2025-01-08 00:24:58.748920,Medium_Value,SMS,55+,Low,138.4,0.4,True,True,False,2025-07-04 13:18:24.228308,26,Clothing
982,Virginia,Coleman,virginia.coleman@hotmail.com,+1-371-612-3748,2024-07-26 23:55:03.444155,Medium_Value,Direct,26-35,High,183.09,0.5,True,True,False,2025-07-04 13:18:32.189990,2,Clothing
983,Kyle,Dean,kyle.dean@gmail.com,+1-753-696-5832,2024-11-13 01:58:36.216322,High_Value,Direct,55+,High,351.26,0.24,False,True,True,2025-07-04 13:16:57.043813,30,Beauty
984,Amber,Rodgers,amber.rodgers@outlook.com,+1-460-515-4373,2024-06-26 08:35:51.929948,New_Customer,Social,36-45,High,93.64,0.66,True,False,True,,21,Sports
985,Omar,Stein,omarstein@outlook.com,+1-538-925-5592,2023-10-05 13:15:37.583058,Low_Value,Social,46-55,Premium,27.16,0.83,False,False,True,2025-07-04 13:18:05.378718,15,Electronics
986,Tiffany,Roy,tiffanyroy@gmail.com,+1-341-246-2292,2024-09-09 16:51:38.567261,Medium_Value,SMS,18-25,Low,161.75,0.46,False,True,False,,38,Electronics
987,Christopher,Bennett,christopherbennett@gmail.com,+1-986-691-4053,2024-03-29 19:25:16.959310,High_Value,Email,55+,Medium,253.13,0.35,False,True,False,,33,Books
988,Tracy,Nixon,tracynixon@outlook.com,+1-950-822-1578,2024-02-12 00:28:29.195995,Medium_Value,Push,46-55,High,164.6,0.64,False,False,True,2025-07-04 13:18:17.141143,42,Sports
989,Steven,Chambers,steven380@gmail.com,+1-878-436-4547,2023-10-04 13:37:12.063077,New_Customer,Email,26-35,Premium,44.72,0.54,True,True,True,2025-07-04 13:13:37.752824,21,Home
990,Sara,Herrera,sara.herrera@gmail.com,+1-329-610-4717,2024-06-09 12:21:59.668513,High_Value,Push,55+,High,289.67,0.32,False,False,False,2025-07-04 13:15:57.281518,2,Home
991,Jessica,Torres,jessicatorres@hotmail.com,+1-487-306-5881,2025-03-25 10:19:47.211558,New_Customer,Direct,36-45,Low,119.6,0.72,True,True,True,2025-07-04 13:14:53.963725,14,Electronics
992,Michael,Wilson,michael.wilson@yahoo.com,+1-737-850-4796,2024-09-11 13:56:57.080900,New_Customer,Social,18-25,Medium,123.49,0.6,False,True,False,2025-07-04 13:17:15.906180,14,Home
993,Alicia,Cook,alicia.cook@hotmail.com,+1-383-522-3523,2023-11-09 03:57:28.405202,Medium_Value,Social,36-45,High,119.08,0.47,False,True,False,2025-07-04 13:14:54.764323,5,Home
994,Crystal,Gomez,crystal.gomez@outlook.com,+1-388-849-8411,2025-06-22 22:30:44.027846,High_Value,Social,46-55,Medium,361.33,0.3,False,True,True,2025-07-04 13:13:43.555895,35,Beauty
995,Jamie,Jones,jamiejones@hotmail.com,+1-495-443-1485,2023-08-22 08:40:02.885120,Medium_Value,Push,55+,Premium,85.99,0.46,False,False,False,2025-07-04 13:18:36.913146,50,Beauty
996,Ryan,Miller,ryanmillergmail.com,+1-245-794-3414,2024-05-19 00:13:21.871510,Medium_Value,Social,26-35,Low,184.76,0.58,True,False,False,2025-07-04 13:14:48.157701,39,Books
997,Gary,Bryant,gary253@hotmail.com,+1-987-394-4604,2024-01-24 00:28:30.057098,New_Customer,SMS,36-45,High,139.16,0.61,True,True,False,2025-07-04 13:18:25.567353,44,Books
998,Steve,Hurley,stevehurley@hotmail.com,+1-297-986-6047,2025-05-04 05:37:13.533899,New_Customer,Social,46-55,High,95.31,0.64,False,False,False,2025-07-04 13:18:23.333355,34,Clothing
999,Elizabeth,Warren,elizabethwarren@hotmail.com,+1-326-476-3245,2023-07-05 23:05:12.559372,High_Value,SMS,36-45,Low,438.96,0.33,True,True,False,2025-07-04 13:17:03.760330,43,Books
1000,Melissa,Marks,melissa46@outlook.com,+1-341-666-7552,2023-08-25 15:59:29.273074,High_Value,SMS,26-35,High,214.28,0.22,True,False,True,2025-07-04 13:18:05.349313,24,Beauty
1001,Alexandria,Farrell,alexandria353@hotmail.com,+1-749-231-2700,2023-09-17 00:56:23.598025,New_Customer,SMS,18-25,Premium,143.99,0.59,False,False,True,2025-07-04 13:17:26.392771,9,Clothing
1002,Angela,Villanueva,angelavillanueva@yahoo.com,+1-342-234-6642,2025-01-29 16:28:36.424487,Low_Value,Social,18-25,,90.87,0.72,True,True,True,2025-07-04 13:12:58.030271,0,Books
1003,Kelly,Ford,kellyford@outlook.com,+1-333-830-8746,2025-01-17 13:47:22.115132,New_Customer,Social,26-35,Medium,90.15,0.65,True,True,True,,15,Beauty
1004,Mary,Roberts,maryroberts@yahoo.com,+1-620-353-1711,2023-09-02 06:01:45.779705,Medium_Value,Direct,26-35,Medium,116.94,0.65,True,False,True,2025-07-04 13:13:16.169535,26,Clothing
1005,Ronnie,Little,ronnie.little@gmail.com,+1-755-214-9258,2024-08-16 04:15:19.315613,High_Value,Social,26-35,Medium,489.04,0.24,False,True,False,2025-07-04 13:12:46.980498,3,Beauty
1006,Parker,Hawkins,parker.hawkins@hotmail.com,+1-812-813-3089,2023-08-20 11:18:49.458536,Medium_Value,Email,26-35,Low,112.83,0.44,False,True,True,2025-07-04 13:13:06.764582,34,Clothing
1007,Hunter,Benton,hunter.benton@yahoo.com,+1-311-787-5147,2024-08-06 08:35:40.455122,Medium_Value,SMS,46-55,Low,117.45,0.7,False,False,False,2025-07-04 13:16:44.479113,27,Electronics
1008,Brent,White,brent125@hotmail.com,+1-401-794-9956,2025-01-17 12:33:56.694345,High_Value,Social,,Low,252.38,0.27,True,True,False,2025-07-04 13:17:00.745319,36,Beauty
1009,Jesse,Richard,jesserichard@hotmail.com,+1-407-833-6649,2024-09-13 09:23:03.484609,Low_Value,Push,55+,Medium,27.73,0.72,False,True,False,2025-07-04 13:14:55.657744,8,Home
1010,Richard,Sampson,richardsampson@yahoo.com,+1-439-796-9179,2025-06-09 03:34:51.882819,Low_Value,Social,36-45,High,83.19,0.76,False,True,False,2025-07-04 13:16:26.977372,42,Electronics
1011,Brenda,Young,brendayoung@outlook.com,+1-636-903-2381,2025-04-03 01:12:43.351228,Medium_Value,Direct,26-35,Premium,171.4,0.67,True,True,False,,50,Sports
1012,Brandon,Li,brandon.li@hotmail.com,+1-594-218-2551,2024-08-25 07:23:19.857039,High_Value,Social,36-45,Premium,306.7,0.34,False,False,False,2025-07-04 13:18:21.345233,6,Sports
1013,Jessica,Lawrence,jessica.lawrence@hotmail.com,+1-805-959-4187,2024-10-11 09:57:09.605729,High_Value,Email,26-35,Premium,235.22,0.38,False,False,False,2025-07-04 13:15:51.317956,3,Sports
1014,Clayton,Dennis,clayton.dennis@yahoo.com,+1-667-977-4264,2023-12-01 08:31:08.843161,New_Customer,Direct,18-25,Low,63.69,0.69,False,True,True,2025-07-04 13:15:02.608818,50,Books
1015,Chelsey,Davis,chelsey651@yahoo.com,+1-596-365-6967,2024-05-19 14:44:57.044421,New_Customer,SMS,46-55,Medium,135.01,0.63,True,True,False,2025-07-04 13:13:51.721326,27,Sports
1016,Rachel,Marks,rachel874@hotmail.com,+1-244-764-7727,2024-03-10 03:51:09.523968,High_Value,Social,26-35,High,228.19,0.27,False,True,True,2025-07-04 13:13:55.638669,1,Books
1017,Kimberly,Clark,kimberlyclark@gmail.com,+1-217-345-7975,2025-02-19 20:13:06.780705,High_Value,Push,55+,Medium,344.54,0.23,True,False,False,,4,Books
1018,Kelsey,Sanchez,kelsey.sanchez@gmail.com,+1-453-421-8012,2025-04-14 15:37:16.555635,Medium_Value,Direct,36-45,Premium,129.78,0.51,True,True,False,2025-07-04 13:17:18.896628,45,Beauty
1019,John,Tucker,john.tucker@hotmail.com,+1-445-304-2473,2024-12-26 02:50:26.133337,High_Value,Email,26-35,Premium,391.87,0.35,True,True,True,,10,Electronics
1020,Madison,Brewer,madison.brewer@hotmail.com,+1-876-651-5882,2025-02-15 17:40:29.019765,Low_Value,SMS,18-25,Medium,58.07,0.71,True,False,True,2025-07-04 13:18:32.225217,36,Home
1021,Kyle,Horne,kylehorne@outlook.com,+1-824-942-6451,2024-11-19 01:19:47.668927,New_Customer,SMS,36-45,Premium,107.97,0.76,True,False,True,2025-07-04 13:18:21.664796,9,Electronics
1022,Jason,Cook,jason253@yahoo.com,+1-868-215-8463,2024-09-16 00:08:13.427681,Medium_Value,SMS,55+,Medium,106.71,0.44,False,False,True,,42,Beauty
1023,Matthew,Blake,matthew129@gmail.com,+1-271-238-2155,2025-01-08 06:49:46.400627,New_Customer,Push,18-25,Medium,84.51,0.79,True,True,False,2025-07-04 13:18:37.018690,39,Home
1024,Sheryl,Brooks,sheryl351@outlook.com,+1-637-410-7150,2023-11-14 13:00:04.252397,New_Customer,Push,36-45,Medium,111.72,0.75,True,True,False,2025-07-04 13:16:32.516511,45,Sports
1025,Jonathan,Fernandez,jonathan.fernandez@outlook.com,+1-778-959-3827,2024-02-26 16:36:12.736541,Medium_Value,Push,18-25,Low,96.28,0.49,False,True,False,2025-07-04 13:17:28.791174,39,Clothing
1026,Emma,Spencer,emma479@outlook.com,+1-517-278-3816,2024-04-18 12:52:32.533597,High_Value,Email,55+,Medium,439.24,0.36,False,True,True,2025-07-04 13:15:46.084494,36,Home
